,num_goals,branch,time,branch_train,score,episode_length
576,8,"[1, 1, 1, 4, 4, 4]",20,"[4, 4, 4]",9.348,12
575,8,"[1, 1, 1, 4, 4, 4]",20,"[4, 4, 4]",7.37218,12
574,8,"[1, 1, 1, 4, 4, 4]",20,"[4, 4, 4]",9.369979999999998,13
573,8,"[1, 1, 1, 4, 4, 4]",20,"[4, 4, 4]",11.602,18
572,8,"[1, 1, 1, 4, 4, 4]",20,"[4, 4, 4]",11.59196,14
571,8,"[1, 1, 1, 4, 4, 4]",20,"[4, 4, 4]",7.132200000000001,10
624,8,"[1, 1, 1, 4, 4, 4]",20,"[4, 4, 4]",7.1880000000000015,14
550,8,"[1, 1, 1, 4, 4, 4]",20,"[4, 4, 4]",7.171980000000001,12
626,8,"[1, 1, 1, 4, 4, 4]",20,"[4, 4, 4]",4.713979999999999,13
639,8,"[1, 1, 1, 4, 4, 4]",20,"[4, 4, 4]",7.1959599999999995,12
627,8,"[1, 1, 1, 4, 4, 4]",20,"[4, 4, 4]",9.386,15
647,8,"[1, 1, 1, 4, 4, 4]",20,"[4, 4, 4]",11.544,14
648,8,"[1, 1, 1, 4, 4, 4]",20,"[4, 4, 4]",5.408,13
649,8,"[1, 1, 1, 4, 4, 4]",20,"[4, 4, 4]",7.168000000000001,13
645,8,"[1, 1, 1, 4, 4, 4]",20,"[4, 4, 4]",9.368,13
644,8,"[1, 1, 1, 4, 4, 4]",20,"[4, 4, 4]",7.3499799999999995,11
643,8,"[1, 1, 1, 4, 4, 4]",20,"[4, 4, 4]",7.366,13
642,8,"[1, 1, 1, 4, 4, 4]",20,"[4, 4, 4]",11.564000000000002,15
641,8,"[1, 1, 1, 4, 4, 4]",20,"[4, 4, 4]",7.213979999999999,13
640,8,"[1, 1, 1, 4, 4, 4]",20,"[4, 4, 4]",9.386000000000001,15
646,8,"[1, 1, 1, 4, 4, 4]",20,"[4, 4, 4]",9.406000000000002,16
638,8,"[1, 1, 1, 4, 4, 4]",20,"[4, 4, 4]",12.345979999999999,10
636,8,"[1, 1, 1, 4, 4, 4]",20,"[4, 4, 4]",9.506400000000001,12
635,8,"[1, 1, 1, 4, 4, 4]",20,"[4, 4, 4]",11.764000000000001,14
634,8,"[1, 1, 1, 4, 4, 4]",20,"[4, 4, 4]",5.3899799999999995,12
633,8,"[1, 1, 1, 4, 4, 4]",20,"[4, 4, 4]",9.550180000000001,12
632,8,"[1, 1, 1, 4, 4, 4]",20,"[4, 4, 4]",7.395959999999999,11
631,8,"[1, 1, 1, 4, 4, 4]",20,"[4, 4, 4]",7.3899799999999995,13
630,8,"[1, 1, 1, 4, 4, 4]",20,"[4, 4, 4]",9.366000000000003,14
629,8,"[1, 1, 1, 4, 4, 4]",20,"[4, 4, 4]",5.1899999999999995,12
628,8,"[1, 1, 1, 4, 4, 4]",20,"[4, 4, 4]",9.366000000000003,14
637,8,"[1, 1, 1, 4, 4, 4]",20,"[4, 4, 4]",9.068000000000001,13
269,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",3.4819999999999993,17
267,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",9.602000000000002,17
268,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",7.187999999999999,14
274,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",11.586000000000002,15
270,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",11.768,12
271,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",9.388000000000002,14
272,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",7.1302,11
273,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",9.408000000000001,15
265,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",7.34798,12
266,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",11.806000000000001,15
260,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",9.568000000000001,12
264,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",7.208,15
263,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",9.544,13
262,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",9.608,14
261,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",9.374179999999999,12
900,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",11.96598,13
901,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",7.3899799999999995,13
902,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",9.346,13
903,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",9.069980000000001,13
259,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",9.607980000000001,15
276,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",7.15596,10
275,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",9.3262,13
288,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",5.1899999999999995,12
277,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",9.39,13
278,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",11.746200000000002,13
299,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",7.19,13
298,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",9.3482,13
297,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",9.7062,10
296,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",7.3242,13
295,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",-1.6180000000000005,16
294,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",9.408000000000001,15
293,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",9.39,13
292,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",9.584000000000003,15
291,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",9.326200000000002,13
290,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",9.53018,11
289,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",9.368000000000002,13
906,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",0.8859999999999998,14
287,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",7.388,13
286,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",9.588000000000001,13
285,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",7.1899799999999985,14
284,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",11.588000000000001,14
283,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",7.39198,12
282,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",7.17198,12
281,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",5.390000000000001,11
280,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",11.564000000000004,15
279,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",9.388,14
905,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",9.368,13
916,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",-2.2979999999999996,17
907,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",9.58998,13
908,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",11.544000000000004,14
936,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",7.207999999999999,15
937,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",7.588,12
938,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",5.209999999999999,13
939,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",0.6939202,14
940,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",-0.49800000000000005,18
941,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",9.283999999999999,15
942,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",9.32798,12
943,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",4.971979999999999,12
944,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",11.608000000000002,15
945,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",-5.498,18
946,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",-0.9199999999999997,17
947,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",9.106000000000002,16
948,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",1.588,14
949,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",11.59198,13
258,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",11.54798,13
257,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",4.99,13
256,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",7.145999999999999,13
255,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",9.386000000000001,15
254,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",8.661999999999999,15
253,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",1.8079999999999994,14
252,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",7.168000000000001,13
251,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",9.36998,13
250,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",9.591980000000001,12
935,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",4.93418,10
934,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",7.406,15
933,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",-7.998,18
920,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",4.0179002,13
909,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",3.4459999999999997,13
910,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",11.588000000000001,14
911,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",7.391979999999999,12
912,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",2.501999999999999,17
913,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",6.269979999999999,13
914,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",9.368200000000002,14
915,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",-2.498,17
917,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",7.366000000000001,13
918,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",7.54798,11
919,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",9.328199999999999,12
921,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",-0.21599999999999986,16
932,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",-3.9920000000000004,15
922,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",1.28798,15
923,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",5.011999999999999,13
924,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",5.002,17
925,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",9.3262,13
926,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",0.8461999999999997,13
927,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",9.586000000000002,14
928,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",9.366,14
929,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",-3.133800000000001,15
930,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",7.146,13
931,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",2.984,15
904,8,"[1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",7.15418,11
305,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",9.389980000000001,14
349,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",9.606000000000002,15
980,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",7.150000000000002,11
978,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",2.8241999999999994,14
977,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",9.389980000000001,14
975,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",5.9681999999999995,14
974,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",4.802,18
973,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",0.6139999999999991,12
972,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",4.709980000000001,15
971,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",7.1282000000000005,12
970,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",2.903999999999999,17
969,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",11.606000000000002,16
968,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",-3.338,16
967,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",7.17218,13
966,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",5.965999999999999,14
965,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",5.19398,11
964,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",4.462,16
963,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",4.06998,13
962,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",11.588000000000001,14
961,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",-3.31402,16
960,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",7.2059999999999995,16
959,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",1.2479999999999998,12
958,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",7.586000000000001,13
957,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",7.21,14
979,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",-4.898000000000001,18
981,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",-1.6179999999999999,17
955,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",9.610000000000001,13
982,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",-0.32000000000000123,18
303,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",7.1719599999999994,13
302,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",9.366000000000001,14
301,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",7.17218,13
300,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",7.188000000000001,14
999,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",7.192,12
998,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",0.0020000000000001683,17
997,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",-2.0920199999999998,16
996,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",7.168,13
995,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",9.389980000000001,14
994,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",5.6819999999999995,17
993,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",4.967999999999999,13
992,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",6.606,16
991,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",2.7719999999999994,11
990,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",4.99198,13
989,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",9.408000000000003,15
988,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",11.528200000000002,12
987,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",-3.914,13
986,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",-5.298,17
985,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",11.586000000000002,15
984,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",11.552180000000003,12
983,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",7.386000000000003,14
956,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",7.1879800000000005,15
954,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",5.009999999999999,14
348,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",-0.6060399999999999,13
325,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",11.744000000000002,13
327,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",9.364,15
328,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",11.546000000000001,13
329,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",11.526,12
330,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",9.330199999999998,11
331,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",4.96998,13
332,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",9.066,14
333,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",9.366000000000001,14
334,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",7.19198,13
335,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",9.41398,13
336,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",5.212,12
337,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",7.1719800000000005,12
338,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",5.987979999999999,15
339,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",4.9879999999999995,14
340,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",5.17816,10
341,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",9.101999999999999,18
342,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",12.006,14
343,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",9.382000000000005,17
344,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",9.36998,13
345,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",9.350200000000001,12
346,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",9.584000000000001,15
347,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",11.588000000000001,14
326,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",11.786000000000003,14
324,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",9.406,16
953,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",2.8000000000000003,19
323,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",9.588000000000001,13
952,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",9.524,12
951,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",9.366,14
950,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",-6.097999999999999,18
304,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",9.564000000000002,14
306,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",7.146,13
307,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",11.982000000000003,15
308,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",9.3979202,12
309,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",9.562,15
310,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",6.483999999999999,15
311,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",11.566,14
312,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",6.888000000000002,14
313,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",6.822,14
314,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",9.35218,12
315,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",4.986,15
316,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",11.784,15
317,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",9.3502,12
318,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",2.7039999999999997,16
319,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",7.205999999999999,16
320,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",9.57218,12
321,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",9.384,16
322,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4]",10.6462,14
976,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",20,"[4, 4, 4, 4]",4.088,14
